"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","numAdminTickets","numTechTickets","Churn","Churn_Prob","Churn_Risk_Group"
"2810-FTLEM","Female",0,"No","No",16,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,762.25,0,0,"Yes",0.431316712606231,"Moderate Risk"
"4747-LCAQL","Male",0,"No","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",79,1902,0,0,"No",0.34912614799146,"Moderate Risk"
"3411-WLRSQ","Female",1,"Yes","No",3,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.6,239.05,0,0,"No",0.586424488158038,"High Risk"
"0898-XCGTF","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",96.5,5673.7,0,4,"No",0.114461714576634,"Low Risk"
"8006-PYCSW","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.1,39.8,0,0,"No",0.212521270489186,"Low Risk"
"8249-THVEC","Male",0,"Yes","Yes",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.4,997.75,0,0,"No",0.00798575094095331,"Low Risk"
"8722-PRFDV","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",77.55,5574.35,5,0,"No",0.0121307147923549,"Low Risk"
"2164-SOQXL","Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,406.05,0,0,"No",0.0944274394872265,"Low Risk"
"4020-KIUDI","Male",0,"Yes","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.85,138.85,0,0,"No",0.214954783273724,"Low Risk"
"5850-BDWCY","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,123.65,5,0,"No",0.179690413125554,"Low Risk"
"2038-YSEZE","Female",0,"No","No",29,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",67.45,1801.1,0,0,"No",0.174701211888772,"Low Risk"
"0827-ITJPH","Male",0,"No","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",18.55,689,0,0,"No",0.0133773306829801,"Low Risk"
"8799-OXZMD","Female",0,"No","No",28,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",29.75,790.7,0,0,"No",0.120632804458627,"Low Risk"
"1925-TIBLE","Female",0,"Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.5,582.5,0,0,"Yes",0.700487259543437,"High Risk"
"1705-GUHPV","Female",0,"No","No",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.2,1618.2,0,0,"No",0.00201224226240558,"Low Risk"
"4779-ZGICK","Male",0,"Yes","Yes",48,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",23.55,1173.35,0,0,"No",0.00421430782089209,"Low Risk"
"0048-PIHNL","Female",0,"Yes","No",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.45,900.9,0,0,"No",0.0111245737730548,"Low Risk"
"0818-OCPZO","Male",1,"No","No",27,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.45,2122.05,0,0,"Yes",0.504263580554383,"High Risk"
"3967-KXAPS","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",92.3,6719.9,0,0,"No",0.0202834251110107,"Low Risk"
"1447-GIQMR","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.15,69.15,0,0,"Yes",0.678684165039729,"High Risk"
"3704-IEAXF","Female",0,"Yes","Yes",72,"No","No phone service","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",53.65,3784,0,0,"No",0.00458196369381842,"Low Risk"
"6810-VCAEX","Female",0,"No","No",47,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Credit card (automatic)",39.65,1798.65,0,0,"No",0.0223248587459764,"Low Risk"
"0674-EYYZV","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",54.65,54.65,0,0,"No",0.618781089466608,"High Risk"
"4480-MBMLB","Female",0,"No","No",36,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.8,3886.45,0,0,"No",0.28257075326882,"Moderate Risk"
"1395-OFUWC","Male",0,"Yes","Yes",43,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",29.3,1224.05,5,0,"No",0.0480068254739604,"Low Risk"
"0822-QGCXA","Female",1,"Yes","No",27,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",83.85,2310.2,2,1,"No",0.413476288326696,"Moderate Risk"
"0872-NXJYS","Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.55,723.4,0,0,"Yes",0.656441872357093,"High Risk"
"2832-KJCRD","Female",0,"No","No",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",103.65,3988.5,0,1,"No",0.571508780098622,"High Risk"
"3588-WSTTJ","Female",1,"No","No",35,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.05,3554.6,4,0,"No",0.5648613373402,"High Risk"
"5090-EMGTC","Female",0,"Yes","No",59,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",100.05,6034.85,0,0,"No",0.050565819660404,"Low Risk"
"2346-CZYIL","Male",0,"No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.35,531.6,5,1,"No",0.0140908179359083,"Low Risk"
"3798-EPWRR","Female",1,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",43.95,85.1,0,0,"No",0.445558268124371,"Moderate Risk"
"6258-NGCNG","Male",0,"No","No",7,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",23.5,173,0,0,"No",0.181802953817032,"Low Risk"
"4186-ZBUEW","Female",0,"No","No",36,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.7,2511.95,0,0,"No",0.104536877171655,"Low Risk"
"5274-XHAKY","Female",0,"Yes","Yes",41,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",94.3,3893.6,0,0,"No",0.375920654134685,"Moderate Risk"
"1442-BQPVU","Female",0,"No","No",13,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",29.15,357.15,0,0,"No",0.259113513080802,"Moderate Risk"
"3978-YNKDD","Male",0,"No","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.85,467.5,0,0,"No",0.0221059829445693,"Low Risk"
"4940-KHCWD","Female",0,"Yes","No",60,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",37.7,2288.7,0,3,"No",0.00459385966554057,"Low Risk"
"9412-ARGBX","Female",0,"No","Yes",48,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Mailed check",95.5,4627.85,0,5,"Yes",0.0594827020354001,"Low Risk"
"1389-CXMLU","Male",1,"No","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",91.05,289.1,0,0,"Yes",0.650630521738414,"High Risk"
"9589-ABEPT","Male",0,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check",92.45,6460.55,0,0,"No",0.0283370225000287,"Low Risk"
"9388-ZEYVT","Male",0,"No","No",43,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","One year","No","Electronic check",44.15,1931.3,0,0,"No",0.0473454064700192,"Low Risk"
"0305-SQECB","Female",0,"No","Yes",11,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",36.05,402.6,5,0,"No",0.131142234055296,"Low Risk"
"7605-SNLQG","Female",0,"Yes","No",45,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",50.25,2221.55,0,0,"No",0.120077621674735,"Low Risk"
"4670-TABXH","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.75,7758.9,0,0,"No",0.0564530111484606,"Low Risk"
"5561-NWEVX","Female",1,"Yes","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",79.2,172.85,0,0,"Yes",0.607332543089224,"High Risk"
"0064-SUDOG","Female",0,"Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.3,224.5,0,0,"No",0.0305585142747315,"Low Risk"
"8561-NMTBD","Female",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",112.35,7388.45,0,0,"No",0.162577772932239,"Low Risk"
"5161-XEUVX","Male",0,"Yes","No",37,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","No","Mailed check",94.3,3460.95,0,0,"No",0.0509700784958821,"Low Risk"
"8292-FRFZQ","Female",0,"No","No",39,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",41.15,1700.9,0,0,"No",0.0351707109624931,"Low Risk"
"8591-NXRCV","Female",0,"No","No",41,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",74.65,3090.65,0,0,"No",0.253409520451588,"Moderate Risk"
"7895-VONWT","Female",0,"No","No",25,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.25,1293.8,0,0,"No",0.334236403705923,"Moderate Risk"
"4526-RMTLL","Male",0,"Yes","Yes",8,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",76.15,645.8,0,0,"No",0.161516746469946,"Low Risk"
"6253-GNHWH","Female",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",71.1,5224.95,0,0,"No",0.00786817168391852,"Low Risk"
"4566-NECEV","Male",0,"No","No",5,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",96.55,500.1,0,0,"No",0.659651534038337,"High Risk"
"8080-POTJR","Female",0,"No","No",30,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",79.3,2427.1,0,1,"No",0.191264682906479,"Low Risk"
"6906-MPARY","Male",0,"No","No",40,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",89.6,3488.15,0,0,"No",0.17535748574111,"Low Risk"
"3662-FXJFO","Female",0,"No","No",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.5,1035.7,0,0,"No",0.0042928918503915,"Low Risk"
"8107-RZLNV","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",106.3,7565.35,0,0,"No",0.0506509762348257,"Low Risk"
"0516-OOHAR","Male",0,"Yes","Yes",28,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",100.35,2799,0,0,"No",0.213059901984838,"Low Risk"
"2027-CWDNU","Male",0,"Yes","Yes",18,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",85.6,1601.5,2,0,"No",0.61608078795224,"High Risk"
"2737-WFVYW","Female",0,"No","No",2,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",45.25,85.5,0,0,"Yes",0.566203562500702,"High Risk"
"9912-OMZDS","Female",0,"Yes","Yes",59,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",106.15,6256.2,0,0,"No",0.237002713999705,"Low Risk"
"3733-ZEECP","Male",0,"Yes","Yes",22,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",51.1,1232.9,0,0,"No",0.382315492015311,"Moderate Risk"
"7878-RTCZG","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.9,19.9,0,0,"No",0.220893463948859,"Low Risk"
"2452-MRMZF","Female",1,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.7,1937.4,0,0,"No",0.00265090318802292,"Low Risk"
"2272-QAGFO","Female",1,"No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.3,1096.25,0,0,"Yes",0.590174605591914,"High Risk"
"7103-IPXPJ","Male",0,"Yes","No",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Electronic check",99.4,5059.75,0,0,"No",0.174091776012251,"Low Risk"
"4342-HFXWS","Female",0,"Yes","Yes",48,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",69.7,3023.65,0,0,"No",0.0492276992524545,"Low Risk"
"3545-CNWRG","Female",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.35,4889.2,0,0,"No",0.450143391218817,"Moderate Risk"
"1785-BPHTP","Male",0,"Yes","Yes",28,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",85.45,2289.9,0,1,"No",0.404916114741133,"Moderate Risk"
"4989-LIXVT","Male",1,"No","No",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.9,6503.2,0,0,"No",0.28758450016183,"Moderate Risk"
"7315-WYOAW","Male",0,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.75,1313.25,2,0,"No",0.62118035862133,"High Risk"
"1173-XZPYF","Female",0,"No","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,990.3,5,0,"No",0.685054610567713,"High Risk"
"9850-OWRHQ","Female",0,"Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.1,228,0,0,"Yes",0.583346859867858,"High Risk"
"3768-NLUBH","Male",1,"Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",100.6,5746.15,0,4,"Yes",0.299080490102471,"Moderate Risk"
"8676-TRMJS","Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75,209.1,4,0,"Yes",0.415945165784206,"Moderate Risk"
"2509-TFPJU","Male",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.75,1864.2,0,0,"No",0.00164034190461331,"Low Risk"
"9530-GRMJG","Male",0,"Yes","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.1,5979.7,0,0,"No",0.0382879315759099,"Low Risk"
"6898-RBTLU","Female",0,"Yes","Yes",49,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",79.3,3902.45,4,0,"No",0.0280479688713597,"Low Risk"
"5481-NTDOH","Female",1,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",107.05,7142.5,0,0,"No",0.141606019488419,"Low Risk"
"2068-WWXQZ","Male",0,"No","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.05,902,2,0,"No",0.0051682489679771,"Low Risk"
"7359-SSBJK","Female",1,"No","No",64,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.2,4481,5,5,"Yes",0.018646871804759,"Low Risk"
"2061-VVFST","Female",0,"Yes","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.5,805.2,0,0,"No",0.0508230992931944,"Low Risk"
"0685-MLYYM","Female",1,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.75,154.85,0,0,"Yes",0.569546122644828,"High Risk"
"0749-IRGQE","Female",1,"Yes","No",13,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",45.3,528.45,0,0,"No",0.328642028140861,"Moderate Risk"
"2380-DAMQP","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",115.15,8349.7,0,0,"No",0.0697213988738481,"Low Risk"
"2256-YLYLP","Male",0,"Yes","Yes",68,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",72.95,4953.25,3,0,"No",0.0176993073448636,"Low Risk"
"1272-ILHFG","Male",0,"Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.65,332.65,3,0,"No",0.0522097022822131,"Low Risk"
"0164-XAIRP","Female",0,"No","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.55,470.2,0,0,"No",0.025536418102414,"Low Risk"
"5666-CYCYZ","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.55,2259.35,2,0,"No",0.592701883968299,"High Risk"
"4011-ARPHK","Male",0,"No","No",27,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.35,1411.35,3,0,"No",0.13592837556416,"Low Risk"
"8182-PNAGI","Male",0,"No","No",12,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.25,593.75,2,0,"Yes",0.273782784301452,"Moderate Risk"
"6365-HITVU","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",87.25,6328.7,0,0,"No",0.017677834350735,"Low Risk"
"7558-IMLMT","Male",0,"Yes","Yes",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.8,1411.9,0,3,"No",0.00224596606995869,"Low Risk"
"9488-FYQAU","Female",0,"Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.25,6841.4,5,0,"No",0.0722476086260823,"Low Risk"
"3590-TCXTB","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,20.35,0,0,"No",0.22230324863988,"Low Risk"
"6994-KERXL","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.9,238.5,0,0,"No",0.594445043133463,"High Risk"
"7957-RYHQD","Female",1,"No","No",40,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",79.2,3233.85,0,5,"Yes",0.288685668301139,"Moderate Risk"
"2180-DXNEG","Female",0,"No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96,1062.1,2,1,"Yes",0.702697640151259,"High Risk"
"1960-UOTYM","Male",0,"Yes","Yes",52,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",79.2,4016.3,2,0,"No",0.0368016217028188,"Low Risk"
"2740-JFBOK","Male",0,"No","No",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",24,226.55,0,0,"No",0.367734952559195,"Moderate Risk"
"6500-JVEGC","Male",0,"No","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",101.35,7110.75,0,0,"No",0.0807551132325434,"Low Risk"
"5515-AKOAJ","Female",0,"No","No",54,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.1,5440.9,0,5,"Yes",0.423554448902401,"Moderate Risk"
"8976-OQHGT","Female",0,"Yes","Yes",4,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",56.5,235.1,0,0,"Yes",0.327053490361761,"Moderate Risk"
"5245-VDBUR","Female",0,"Yes","No",52,"No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",35.45,1958.95,0,0,"No",0.0130287525789092,"Low Risk"
"6230-BSUXY","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85,85,0,0,"Yes",0.738000902733815,"High Risk"
"8469-SNFFH","Male",0,"Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",79.4,5528.9,0,0,"No",0.0329517977249038,"Low Risk"
"2144-ESWKO","Male",0,"No","No",43,"No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",35.2,1463.7,0,0,"No",0.0370957809534867,"Low Risk"
"1241-FPMOF","Male",0,"No","No",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.65,1025.05,0,0,"No",0.0029900462193597,"Low Risk"
"9928-BZVLZ","Female",0,"No","No",12,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",49.85,552.1,4,0,"No",0.0446262714706724,"Low Risk"
"4114-QMKVN","Female",0,"Yes","Yes",56,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",68.75,3815.4,5,1,"No",0.0381978136288954,"Low Risk"
"9003-CPATH","Male",0,"No","No",42,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",79.9,3313.4,0,0,"No",0.265251681693068,"Moderate Risk"
"1754-GKYPY","Male",1,"Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.75,1938.9,0,0,"No",0.495172773012064,"Moderate Risk"
"5294-CDGWY","Male",0,"Yes","Yes",51,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",59.3,3014.65,3,5,"Yes",0.0522348316682088,"Low Risk"
"7956-XQWGU","Male",0,"No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.4,460.25,0,0,"No",0.121382992997683,"Low Risk"
"1591-MQJTP","Male",1,"Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",93.65,4839.15,0,0,"No",0.148839761948349,"Low Risk"
"5295-PCJOO","Male",0,"No","Yes",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,184.4,0,0,"Yes",0.56245880010272,"High Risk"
"2369-FEVNO","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.9,19.9,0,0,"No",0.310278565343432,"Moderate Risk"
"9863-JZAIC","Male",0,"No","No",35,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55,2010.55,0,0,"Yes",0.112260673531684,"Low Risk"
"7471-MQPOS","Male",1,"Yes","Yes",71,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",72.9,5139.65,0,0,"No",0.0391688945424531,"Low Risk"
"7660-HDPJV","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2,5,0,"Yes",0.678882167468803,"High Risk"
"5115-SQAAU","Female",0,"Yes","Yes",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.6,1673.4,0,0,"No",0.00293202417868058,"Low Risk"
"9845-QOMAD","Male",0,"Yes","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.75,309.35,3,0,"No",0.0549344863841693,"Low Risk"
"7672-VFMXZ","Male",0,"Yes","No",57,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",55.7,3171.6,0,0,"No",0.0857189438354147,"Low Risk"
"9739-JLPQJ","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",117.5,8670.1,0,0,"No",0.0527916654635098,"Low Risk"
"9916-AYHTC","Male",0,"No","No",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.85,916,0,0,"No",0.00459930959578507,"Low Risk"
"3855-ONCAR","Female",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",78.9,299.75,4,0,"No",0.53957536387043,"High Risk"
"1488-SYSFC","Male",0,"Yes","Yes",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.65,702.05,4,0,"No",0.154868833299647,"Low Risk"
"7931-PXHFC","Male",0,"No","No",38,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",62.3,2354.8,0,4,"Yes",0.0788307755321341,"Low Risk"
"3990-QYKBE","Male",1,"Yes","No",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.5,3473.4,0,5,"Yes",0.501119606669342,"High Risk"
